5HT_minified_AugmentedGIFs,5HT_minified_GIFs,5HT_minified_iGIF_NPs,5HT_minified_iGIF_VRs,Cell
0.18905373682371396,0.041714498392384725,0.041714498392384725,0.041714498392384725,DRN318
0.0056919627692829655,0.0043908882472532,0.0043908882472532,0.0043908882472532,DRN319
0.3041201092437804,0.09113973775318807,0.09113973775318807,0.09113973775318807,DRN321
0.24201045144278144,0.053675045519572695,0.053675045519572695,0.053675045519572695,DRN324
0.26276964312473094,0.06150194419850652,0.06150194419850652,0.06150194419850652,DRN325
0.16419524552872733,0.033655256264604416,0.033655256264604416,0.033655256264604416,DRN327
0.2642423829864564,0.11849933276148561,0.11849933276148561,0.11849933276148561,DRN384
0.45901850999536864,0.24417072408325047,0.24417072408325047,0.24417072408325047,DRN386
