5HT_minified_AugmentedGIFs,5HT_minified_GIFs,5HT_minified_iGIF_NPs,5HT_minified_iGIF_VRs,Cell
0.9425792104147377,0.9291826555154868,0.9291826555154868,0.9217169551043606,DRN318
0.5246581020508748,0.6805186962425741,0.6805186962425741,0.629185038247597,DRN319
0.9341401797766851,0.9385628150724186,0.9385628150724186,0.8616383578569231,DRN321
0.9326658920381309,0.932346497298219,0.932346497298219,0.9131081355650952,DRN324
0.9690008432717466,0.9528999832832107,0.9528999832832107,0.9443199842695541,DRN325
0.8939376891164756,0.9019236316383564,0.9019236316383564,0.8520930284130452,DRN327
0.8588247980926474,0.8715772674760531,0.8715772674760531,0.8526008167378387,DRN384
0.9144774398149195,0.9186067587472352,0.9186067587472352,0.8714627387367019,DRN386
